epoch;C_real;C_fake;GP;LossC;LossG;;;;;;;;;;;;;;;
247;7,5742;-1,1191;0,0966;-7,7227;1,1309;;;;;;;;;;;;;;;
248;7,6016;-1,2793;0,1035;-7,8398;1,2725;;;;;;;;;;;;;;;
249;7,2383;-1,6465;0,0943;-7,9336;1,6533;;;;;;;;;;;;;;;
250;7,4492;-1,4746;0,0991;-7,9297;1,5439;;;;;;;;;;;;;;;
251;7,5547;-1,5967;0,0933;-8,2188;1,4736;;;;;;;;;;;;;;;
252;7,4141;-1,8271;0,1013;-8,2266;1,8145;;;;;;;;;;;;;;;
253;7,5078;-1,665;0,0973;-8,2109;1,6475;;;;;;;;;;;;;;;
254;7,6836;-1,6416;0,0997;-8,3125;1,582;;;;;;;;;;;;;;;
255;7,8555;-1,3916;0,1014;-8,2266;1,5303;;;;;;;;;;;;;;;
256;7,3984;-2,0508;0,1058;-8,3906;2,0879;;;;;;;;;;;;;;;
257;7,7031;-1,9111;0,1062;-8,5547;1,8682;;;;;;;;;;;;;;;
258;7,6797;-2,0059;0,1097;-8,5938;2,0801;;;;;;;;;;;;;;;
259;7,8633;-1,8545;0,1027;-8,6797;1,7686;;;;;;;;;;;;;;;
260;7,6328;-2,2051;0,1095;-8,7422;2,1738;;;;;;;;;;;;;;;
261;7,668;-2,1992;0,1145;-8,7266;2,2324;;;;;;;;;;;;;;;
262;7,1211;-2,7832;0,1098;-8,8047;2,7676;;;;;;;;;;;;;;;
263;7,3086;-2,707;0,1094;-8,9219;2,7051;;;;;;;;;;;;;;;
264;7,1914;-2,9082;0,1144;-8,9531;2,8477;;;;;;;;;;;;;;;
265;7,5977;-2,4961;0,1101;-8,9922;2,5332;;;;;;;;;;;;;;;
266;7,5273;-2,5371;0,1195;-8,8828;2,5508;;;;;;;;;;;;;;;
267;6,4648;-3,8086;0,1234;-9,0391;3,6074;;;;;;;;;;;;;;;
268;6,957;-3,2949;0,1169;-9,0859;3,334;;;;;;;;;;;;;;;
269;7,1094;-3,1699;0,1161;-9,1172;3,2363;;;;;;;;;;;;;;;
270;6,9492;-3,3477;0,1189;-9,1016;3,373;;;;;;;;;;;;;;;
271;6,8711;-3,5684;0,1271;-9,1719;3,5723;;;;;;;;;;;;;;;
272;6,582;-3,7891;0,1213;-9,1484;3,8789;;;;;;;;;;;;;;;
273;6,9336;-3,6914;0,1191;-9,4297;3,6855;;;;;;;;;;;;;;;
274;6,7578;-3,707;0,1273;-9,2031;3,7793;;;;;;;;;;;;;;;
275;6,9219;-3,8125;0,129;-9,4531;3,7754;;;;;;;;;;;;;;;
276;6,7344;-3,7578;0,1329;-9,1641;3,8711;;;;;;;;;;;;;;;
277;7,0117;-3,5391;0,1332;-9,2188;3,6367;;;;;;;;;;;;;;;
278;6,5117;-4,0469;0,1295;-9,2578;4,1016;;;;;;;;;;;;;;;
279;6,7109;-4,0039;0,1398;-9,3203;3,957;;;;;;;;;;;;;;;
280;6,3242;-4,3164;0,1339;-9,2969;4,2461;;;;;;;;;;;;;;;
281;6,25;-4,4766;0,1406;-9,3281;4,4609;;;;;;;;;;;;;;;
282;6,5469;-4,2383;0,1399;-9,3906;4,3008;;;;;;;;;;;;;;;
283;6,5078;-4,1328;0,1433;-9,2109;4,2031;;;;;;;;;;;;;;;
284;6,3008;-4,5898;0,148;-9,4062;4,6055;;;;;;;;;;;;;;;
285;6,4453;-4,2148;0,1356;-9,3203;4,2109;;;;;;;;;;;;;;;
286;6,6602;-4,1289;0,145;-9,3359;4,1914;;;;;;;;;;;;;;;
287;6,4102;-4,2461;0,1459;-9,1953;4,2773;;;;;;;;;;;;;;;
288;6,168;-4,4805;0,1407;-9,2422;4,6016;;;;;;;;;;;;;;;
289;5,5742;-5,2148;0,1488;-9,3047;5,2422;;;;;;;;;;;;;;;
290;6,125;-4,6836;0,1476;-9,3438;4,668;;;;;;;;;;;;;;;
291;5,8945;-4,918;0,148;-9,3281;4,7891;;;;;;;;;;;;;;;
292;5,9609;-4,668;0,1402;-9,2266;4,6641;;;;;;;;;;;;;;;
293;6,125;-4,5703;0,1514;-9,1797;4,7031;;;;;;;;;;;;;;;
294;6,2578;-4,4922;0,1483;-9,2656;4,4922;;;;;;;;;;;;;;;
295;5,8789;-4,7422;0,1468;-9,1484;4,6445;;;;;;;;;;;;;;;
296;5,5039;-4,9883;0,151;-8,9844;5,1289;;;;;;;;;;;;;;;
297;5,4492;-5,3047;0,1546;-9,2031;5,0547;;;;;;;;;;;;;;;
298;5,543;-4,957;0,1481;-9,0156;5,1133;;;;;;;;;;;;;;;
299;5,625;-5,043;0,1484;-9,1719;5,0039;;;;;;;;;;;;;;;
300;5,5;-5,0039;0,1552;-8,9609;5,0352;;;;;;;;;;;;;;;
301;5,4141;-4,9727;0,1504;-8,8906;4,9922;;;;;;;;;;;;;;;
302;5,9258;-4,4375;0,1562;-8,7969;4,3945;;;;;;;;;;;;;;;
303;5,5781;-4,7148;0,1457;-8,8359;4,8711;;;;;;;;;;;;;;;
304;5,8203;-4,4922;0,1526;-8,7891;4,375;;;;;;;;;;;;;;;
305;5,4023;-4,8555;0,1492;-8,7578;4,7539;;;;;;;;;;;;;;;
306;5,457;-4,7734;0,1578;-8,6562;4,8711;;;;;;;;;;;;;;;
307;4,8906;-5,2109;0,1589;-8,5156;5,2461;;;;;;;;;;;;;;;
308;5,4805;-4,6367;0,1483;-8,6328;4,6797;;;;;;;;;;;;;;;
309;5,4141;-4,6523;0,1498;-8,5703;4,7344;;;;;;;;;;;;;;;
310;5,168;-4,8594;0,1445;-8,5859;4,8711;;;;;;;;;;;;;;;
311;5,2109;-4,8945;0,156;-8,5469;4,7109;;;;;;;;;;;;;;;
312;5,3594;-4,5625;0,1513;-8,4141;4,4883;;;;;;;;;;;;;;;
313;5,0039;-4,8633;0,1543;-8,3281;4,8125;;;;;;;;;;;;;;;
314;5,0273;-4,7539;0,1435;-8,3438;4,7617;;;;;;;;;;;;;;;
315;4,8516;-4,9414;0,1468;-8,3203;4,9648;;;;;;;;;;;;;;;
316;5,25;-4,6211;0,1518;-8,3438;4,6914;;;;;;;;;;;;;;;
317;4,75;-5,0078;0,1498;-8,2656;4,9375;;;;;;;;;;;;;;;
318;4,7969;-4,9492;0,1533;-8,2266;4,9219;;;;;;;;;;;;;;;
319;4,9102;-4,7578;0,148;-8,1953;4,7109;;;;;;;;;;;;;;;
320;5,1445;-4,5391;0,1476;-8,2109;4,4492;;;;;;;;;;;;;;;
321;4,8477;-4,7461;0,1522;-8,0703;4,707;;;;;;;;;;;;;;;
322;4,332;-5,2969;0,1472;-8,1641;5,3398;;;;;;;;;;;;;;;
323;4,8203;-4,7031;0,1399;-8,1172;4,6367;;;;;;;;;;;;;;;
324;4,5195;-4,9844;0,148;-8,0234;4,9023;;;;;;;;;;;;;;;
325;4,5625;-4,9492;0,1558;-7,9492;4,9219;;;;;;;;;;;;;;;
326;4,7227;-4,6836;0,1564;-7,8398;4,6797;;;;;;;;;;;;;;;
327;4,7734;-4,6211;0,1416;-7,9805;4,5469;;;;;;;;;;;;;;;
328;4,1484;-5,207;0,1549;-7,8086;5,1914;;;;;;;;;;;;;;;
329;4,3711;-4,9961;0,1364;-8,0078;4,8867;;;;;;;;;;;;;;;
330;4,1992;-5,0508;0,148;-7,7734;5,043;;;;;;;;;;;;;;;
331;4,5;-4,832;0,1474;-7,8555;4,9141;;;;;;;;;;;;;;;
332;4,2969;-4,8008;0,1379;-7,7227;4,8867;;;;;;;;;;;;;;;
333;4,2617;-4,8984;0,1444;-7,7148;4,9141;;;;;;;;;;;;;;;
334;4,0898;-5,1055;0,1458;-7,7383;5,0898;;;;;;;;;;;;;;;
335;4,168;-5,125;0,1424;-7,8672;5,0156;;;;;;;;;;;;;;;
336;3,9512;-5,0508;0,1307;-7,6953;5;;;;;;;;;;;;;;;
337;3,9375;-5,2617;0,1421;-7,7734;5,2578;;;;;;;;;;;;;;;
338;3,9922;-5,168;0,1382;-7,7734;5,2617;;;;;;;;;;;;;;;
339;3,8496;-5,2344;0,1447;-7,6367;5,2773;;;;;;;;;;;;;;;
340;3,832;-5,2344;0,1345;-7,7227;5,3828;;;;;;;;;;;;;;;
341;4,0742;-4,9219;0,1377;-7,6211;4,9922;;;;;;;;;;;;;;;
342;4,043;-5,0195;0,1319;-7,75;4,9531;;;;;;;;;;;;;;;
343;4,3086;-4,707;0,137;-7,6484;4,7617;;;;;;;;;;;;;;;
344;3,9707;-4,9922;0,1337;-7,6289;5,0742;;;;;;;;;;;;;;;
345;3,9414;-5,0703;0,1337;-7,6758;5,0977;;;;;;;;;;;;;;;
346;3,9551;-4,9336;0,1318;-7,5664;4,8984;;;;;;;;;;;;;;;
347;3,873;-5,0508;0,1349;-7,5703;5,0742;;;;;;;;;;;;;;;
348;4,2305;-4,7656;0,1365;-7,6328;4,7266;;;;;;;;;;;;;;;
349;3,7988;-5,1289;0,1348;-7,5742;5,1445;;;;;;;;;;;;;;;
350;3,3027;-5,5898;0,1329;-7,5625;5,543;;;;;;;;;;;;;;;
351;3,5;-5,4883;0,1369;-7,6133;5,4883;;;;;;;;;;;;;;;
352;3,2715;-5,6445;0,1358;-7,5508;5,6719;;;;;;;;;;;;;;;
353;3,3008;-5,6953;0,13;-7,6914;5,5898;;;;;;;;;;;;;;;
354;3,4062;-5,5;0,1409;-7,5;5,5156;;;;;;;;;;;;;;;
355;3,252;-5,6758;0,1312;-7,6133;5,582;;;;;;;;;;;;;;;
356;3,1914;-5,7656;0,1324;-7,6406;5,75;;;;;;;;;;;;;;;
357;3,041;-5,7578;0,1284;-7,5195;5,75;;;;;;;;;;;;;;;
358;3,2402;-5,6875;0,1366;-7,5664;5,7227;;;;;;;;;;;;;;;
359;3,125;-5,7734;0,1335;-7,5664;5,7969;;;;;;;;;;;;;;;
360;2,8867;-6,0352;0,1309;-7,6133;6;;;;;;;;;;;;;;;
361;3,2637;-5,6719;0,138;-7,5625;5,6875;;;;;;;;;;;;;;;
362;3,0547;-5,8125;0,1259;-7,6016;5,8477;;;;;;;;;;;;;;;
363;2,8789;-5,9531;0,1266;-7,5781;5,9883;;;;;;;;;;;;;;;
364;2,877;-6,1211;0,1357;-7,6406;6,0625;;;;;;;;;;;;;;;
365;2,8457;-5,9492;0,1336;-7,4531;6,0742;;;;;;;;;;;;;;;
366;3,0273;-5,8242;0,1301;-7,5547;5,8594;;;;;;;;;;;;;;;
367;2,8438;-6,0977;0,1366;-7,5742;6,0469;;;;;;;;;;;;;;;
368;2,666;-6,1641;0,1358;-7,4727;6,168;;;;;;;;;;;;;;;
369;2,793;-6,1328;0,1317;-7,6133;6,1406;;;;;;;;;;;;;;;
370;2,377;-6,4102;0,1281;-7,5078;6,3516;;;;;;;;;;;;;;;
371;2,5254;-6,418;0,1362;-7,5859;6,457;;;;;;;;;;;;;;;
372;2,7637;-6,1641;0,1285;-7,6367;6,1289;;;;;;;;;;;;;;;
373;2,5762;-6,332;0,1341;-7,5586;6,2695;;;;;;;;;;;;;;;
374;2,6074;-6,4023;0,1326;-7,6836;6,332;;;;;;;;;;;;;;;
375;2,6484;-6,2383;0,134;-7,543;6,2227;;;;;;;;;;;;;;;
376;2,2637;-6,625;0,136;-7,5234;6,7539;;;;;;;;;;;;;;;
377;2,2168;-6,6836;0,1288;-7,6133;6,707;;;;;;;;;;;;;;;
378;2,4434;-6,5234;0,132;-7,6484;6,5039;;;;;;;;;;;;;;;
379;2,2676;-6,5352;0,1327;-7,4844;6,6055;;;;;;;;;;;;;;;
380;2,3027;-6,7734;0,1292;-7,793;6,6992;;;;;;;;;;;;;;;
381;2,2793;-6,7266;0,1298;-7,7031;6,7109;;;;;;;;;;;;;;;
382;2,1914;-6,707;0,1264;-7,6328;6,7539;;;;;;;;;;;;;;;
383;2,3496;-6,6445;0,1272;-7,7305;6,6523;;;;;;;;;;;;;;;
384;2,1191;-6,8086;0,1324;-7,6016;6,7734;;;;;;;;;;;;;;;
385;2,1465;-6,8242;0,1303;-7,668;6,918;;;;;;;;;;;;;;;
386;1,9629;-7,1211;0,1299;-7,7852;7,0898;;;;;;;;;;;;;;;
387;2,3945;-6,6797;0,1297;-7,7695;6,6992;;;;;;;;;;;;;;;
388;1,8604;-7,1289;0,1266;-7,7266;7,0625;;;;;;;;;;;;;;;
389;1,8916;-7,1016;0,1309;-7,6914;7,2148;;;;;;;;;;;;;;;
390;1,832;-7,125;0,13;-7,6523;7,1875;;;;;;;;;;;;;;;
391;1,9365;-7,1719;0,1243;-7,8672;7,0664;;;;;;;;;;;;;;;
392;2,0371;-7,1094;0,1336;-7,8125;7,1602;;;;;;;;;;;;;;;
393;1,8906;-7,207;0,1287;-7,8125;7,2266;;;;;;;;;;;;;;;
394;1,9229;-7,125;0,1294;-7,7578;7,2148;;;;;;;;;;;;;;;
395;1,9932;-7,1172;0,1296;-7,8125;7,1445;;;;;;;;;;;;;;;
396;2,0098;-7,0391;0,1308;-7,7344;7,1289;;;;;;;;;;;;;;;
397;2,4648;-6,5508;0,1258;-7,7656;6,6328;;;;;;;;;;;;;;;
398;2,3633;-6,7695;0,1226;-7,9102;6,8242;;;;;;;;;;;;;;;
399;2,3047;-6,8398;0,1307;-7,8281;6,8242;;;;;;;;;;;;;;;
400;2,3711;-6,832;0,1287;-7,918;6,793;;;;;;;;;;;;;;;
401;2,1641;-6,9961;0,1319;-7,8477;6,9258;;;;;;;;;;;;;;;
402;2,2188;-6,9961;0,1332;-7,8867;6,957;;;;;;;;;;;;;;;
403;2,6035;-6,5742;0,1293;-7,8867;6,5078;;;;;;;;;;;;;;;
404;2,6758;-6,4492;0,1268;-7,8516;6,4883;;;;;;;;;;;;;;;
405;2,9727;-6,1797;0,1313;-7,8398;6,25;;;;;;;;;;;;;;;
406;2,6348;-6,5625;0,1299;-7,8984;6,6289;;;;;;;;;;;;;;;
407;2,2402;-6,9453;0,1274;-7,9141;6,8789;;;;;;;;;;;;;;;
408;2,6465;-6,5664;0,1327;-7,8906;6,6211;;;;;;;;;;;;;;;
409;2,3965;-6,8398;0,129;-7,957;6,7891;;;;;;;;;;;;;;;
410;2,5273;-6,5781;0,1318;-7,793;6,75;;;;;;;;;;;;;;;
411;2,3867;-6,8242;0,1283;-7,9336;6,8398;;;;;;;;;;;;;;;
412;2,5332;-6,7266;0,1318;-7,9414;6,6992;;;;;;;;;;;;;;;
413;2,5664;-6,5586;0,1267;-7,8594;6,6055;;;;;;;;;;;;;;;
414;2,2715;-6,9922;0,1324;-7,9375;6,9414;;;;;;;;;;;;;;;
415;2,332;-6,957;0,1303;-7,9883;6,9883;;;;;;;;;;;;;;;
416;3,082;-5,9531;0,1445;-7,5977;6,0977;;;;;;;;;;;;;;;
417;3,5977;-5,6133;0,1302;-7,9102;5,5508;;;;;;;;;;;;;;;
418;3,4961;-5,5234;0,1235;-7,7852;5,5195;;;;;;;;;;;;;;;
419;3,9766;-5,2461;0,1291;-7,9336;5,2305;;;;;;;;;;;;;;;
420;3,2285;-5,7734;0,1307;-7,6992;5,8867;;;;;;;;;;;;;;;
421;3,373;-5,6523;0,132;-7,6992;5,6367;;;;;;;;;;;;;;;
422;3,4512;-5,6914;0,1297;-7,832;5,6836;;;;;;;;;;;;;;;
423;3,2441;-5,7773;0,1274;-7,7461;5,7305;;;;;;;;;;;;;;;
424;3,0703;-5,9961;0,1229;-7,8398;6,0586;;;;;;;;;;;;;;;
425;2,916;-6,1875;0,128;-7,8242;6,1328;;;;;;;;;;;;;;;
426;2,9629;-6,1367;0,1298;-7,8008;6,2109;;;;;;;;;;;;;;;
427;2,8633;-6,3359;0,1305;-7,8945;6,2148;;;;;;;;;;;;;;;
428;2,8398;-6,168;0,1287;-7,7148;6,2539;;;;;;;;;;;;;;;
429;3,0508;-5,9844;0,1306;-7,7266;5,9844;;;;;;;;;;;;;;;
430;3,168;-5,8047;0,128;-7,6914;5,7969;;;;;;;;;;;;;;;
431;3,0957;-5,9023;0,1322;-7,6758;5,9453;;;;;;;;;;;;;;;
432;2,8242;-6,1133;0,1209;-7,7344;6,1211;;;;;;;;;;;;;;;
433;3,0098;-6,0273;0,1257;-7,7891;6,0156;;;;;;;;;;;;;;;
434;2,8105;-6,207;0,1327;-7,6875;6,1953;;;;;;;;;;;;;;;
435;2,8242;-6,0391;0,1309;-7,5586;6,1523;;;;;;;;;;;;;;;
436;2,7539;-6,0781;0,1241;-7,5898;6,1289;;;;;;;;;;;;;;;
437;2,7871;-6,1758;0,1283;-7,6836;6,1992;;;;;;;;;;;;;;;
438;2,6836;-6,2891;0,1248;-7,7305;6,125;;;;;;;;;;;;;;;
439;2,584;-6,418;0,1323;-7,6875;6,4102;;;;;;;;;;;;;;;
440;2,5508;-6,3086;0,1304;-7,5508;6,3398;;;;;;;;;;;;;;;
441;2,7051;-6,2031;0,1254;-7,6523;6,1133;;;;;;;;;;;;;;;
442;2,5801;-6,2695;0,126;-7,5859;6,2852;;;;;;;;;;;;;;;
443;2,5957;-6,1914;0,1258;-7,5273;6,2148;;;;;;;;;;;;;;;
444;2,7285;-6,1367;0,1287;-7,5703;6,1367;;;;;;;;;;;;;;;
445;2,8242;-5,9336;0,1294;-7,4727;6,0391;;;;;;;;;;;;;;;
446;2,4746;-6,2734;0,1267;-7,4844;6,3047;;;;;;;;;;;;;;;
447;2,8027;-6,0078;0,1329;-7,4766;5,9453;;;;;;;;;;;;;;;
448;2,9766;-5,7305;0,123;-7,4805;5,832;;;;;;;;;;;;;;;
449;2,6348;-6,1484;0,1208;-7,5742;6,1016;;;;;;;;;;;;;;;
450;2,6172;-6,168;0,1289;-7,4961;6,1484;;;;;;;;;;;;;;;
451;2,5918;-6,1719;0,1256;-7,4961;6,1133;;;;;;;;;;;;;;;
452;2,6582;-6,0742;0,1215;-7,5234;6,0469;;;;;;;;;;;;;;;
453;2,9434;-5,9258;0,1319;-7,5508;5,9922;;;;;;;;;;;;;;;
454;2,4023;-6,2734;0,1239;-7,4336;6,3516;;;;;;;;;;;;;;;
455;2,541;-6,1289;0,1225;-7,4414;6,1875;;;;;;;;;;;;;;;
456;2,2617;-6,4102;0,1206;-7,4609;6,4336;;;;;;;;;;;;;;;
457;2,3301;-6,4219;0,1238;-7,5117;6,3125;;;;;;;;;;;;;;;
458;2,3145;-6,3242;0,1195;-7,4414;6,4453;;;;;;;;;;;;;;;
459;2,4082;-6,2461;0,1231;-7,4258;6,2578;;;;;;;;;;;;;;;
460;1,9951;-6,7266;0,118;-7,5469;6,832;;;;;;;;;;;;;;;
461;1,8086;-6,9453;0,121;-7,543;6,9141;;;;;;;;;;;;;;;
462;1,9424;-6,7422;0,1185;-7,4922;6,7734;;;;;;;;;;;;;;;
463;1,7471;-7,0078;0,1198;-7,5547;6,918;;;;;;;;;;;;;;;
464;1,9385;-6,7734;0,1216;-7,5039;6,7852;;;;;;;;;;;;;;;
465;1,9502;-6,7266;0,1194;-7,4844;6,7461;;;;;;;;;;;;;;;
466;1,9072;-6,7695;0,1252;-7,4219;6,8516;;;;;;;;;;;;;;;
467;2,084;-6,6133;0,1185;-7,5117;6,6367;;;;;;;;;;;;;;;
468;1,8311;-6,8203;0,1216;-7,4336;6,793;;;;;;;;;;;;;;;
469;2,0547;-6,6211;0,115;-7,5195;6,668;;;;;;;;;;;;;;;
470;1,7812;-6,875;0,1164;-7,4922;6,8281;;;;;;;;;;;;;;;
471;1,8691;-6,9336;0,1147;-7,6484;6,793;;;;;;;;;;;;;;;
472;1,6494;-7,0352;0,1158;-7,5352;7,1016;;;;;;;;;;;;;;;
473;1,7539;-6,9375;0,1204;-7,4805;6,9258;;;;;;;;;;;;;;;
474;1,6475;-7,0586;0,1185;-7,5117;7,0234;;;;;;;;;;;;;;;
475;1,8389;-6,9414;0,1172;-7,6016;6,8359;;;;;;;;;;;;;;;
476;1,6084;-7,2227;0,123;-7,5977;7,2266;;;;;;;;;;;;;;;
477;1,3057;-7,3477;0,1192;-7,457;7,3945;;;;;;;;;;;;;;;
478;1,5039;-7,2148;0,1132;-7,5898;7,2227;;;;;;;;;;;;;;;
479;1,6963;-7,1914;0,1199;-7,6836;7,1133;;;;;;;;;;;;;;;
480;1,2285;-7,5078;0,1186;-7,5547;7,5195;;;;;;;;;;;;;;;
481;1,4385;-7,375;0,1203;-7,6133;7,3945;;;;;;;;;;;;;;;
482;1,6416;-7,2969;0,1143;-7,793;7,2539;;;;;;;;;;;;;;;
483;1,4199;-7,457;0,1147;-7,7383;7,4805;;;;;;;;;;;;;;;
484;1,0898;-7,8477;0,1252;-7,6836;7,7578;;;;;;;;;;;;;;;
485;1,5215;-7,4492;0,1249;-7,7266;7,4258;;;;;;;;;;;;;;;
486;1,5996;-7,3477;0,1139;-7,8008;7,3398;;;;;;;;;;;;;;;
487;1,2129;-7,7031;0,1173;-7,7422;7,7109;;;;;;;;;;;;;;;
488;1,3115;-7,5703;0,1222;-7,668;7,5977;;;;;;;;;;;;;;;
489;1,5107;-7,5469;0,121;-7,8477;7,5352;;;;;;;;;;;;;;;
490;1,7314;-7,3672;0,1163;-7,9336;7,2891;;;;;;;;;;;;;;;
491;2,0039;-7,1094;0,1257;-7,8594;7,0898;;;;;;;;;;;;;;;
492;1,916;-7,2852;0,1244;-7,9531;7,2461;;;;;;;;;;;;;;;
493;2,1504;-7,1211;0,1202;-8,0703;7,1016;;;;;;;;;;;;;;;
494;1,8232;-7,4922;0,1244;-8,0547;7,4492;;;;;;;;;;;;;;;
495;2,0059;-7,4141;0,1243;-8,1719;7,4375;;;;;;;;;;;;;;;
496;1,915;-7,4883;0,1228;-8,1797;7,5703;;;;;;;;;;;;;;;
497;1,8447;-7,5977;0,1215;-8,2266;7,6406;;;;;;;;;;;;;;;
498;1,833;-7,7773;0,1209;-8,4062;7,7148;;;;;;;;;;;;;;;
499;1,9844;-7,6719;0,1217;-8,4375;7,6875;;;;;;;;;;;;;;;
500;2,0293;-7,668;0,1205;-8,4844;7,7266;;;;;;;;;;;;;;;
